-2564897.754,5085472.868,-2860897.728
-2564769.654,5085506.402,-2860952.591
-2564840.070,5085431.403,-2861022.309
-2564952.972,5085388.284,-2860997.899
-2565025.504,5085407.082,-2860900.116
-2565002.136,5085475.542,-2860800.047
-2564900.903,5085542.231,-2860772.447
-2564797.199,5085556.349,-2860839.872
-2565157.274,5085354.776,-2860875.115
-2565145.273,5085425.231,-2860761.401
-2565073.405,5085510.596,-2860674.674
-2564964.823,5085584.353,-2860641.140
-2564838.696,5085631.734,-2860669.801
-2564725.373,5085645.551,-2860746.322
-2564653.263,5085618.756,-2860857.851
-2564637.253,5085557.894,-2860979.570
-2564680.606,5085476.722,-2861084.287
-2564773.435,5085397.361,-2861141.746
-2564892.666,5085333.017,-2861149.176
-2565016.507,5085302.525,-2861092.731
-2565111.942,5085309.321,-2860995.743
-2565290.646,5085346.907,-2860770.219
-2565252.882,5085427.670,-2860661.247
-2565177.261,5085514.649,-2860575.013
-2565072.262,5085595.727,-2860525.362
-2564946.115,5085662.495,-2860519.809
-2564819.364,5085709.966,-2860548.866
-2564699.553,5085729.912,-2860620.344
-2564600.691,5085723.163,-2860720.302
-2564532.218,5085690.108,-2860839.643
-2564501.677,5085633.776,-2860966.304
-2564518.467,5085558.891,-2861083.576
-2564579.051,5085473.899,-2861179.692
-2564667.508,5085389.407,-2861250.103
-2564785.077,5085315.375,-2861276.121
-2564912.257,5085255.310,-2861268.918
-2565040.731,5085221.640,-2861213.958
-2565147.405,5085216.719,-2861127.651
-2565236.828,5085234.332,-2861016.918
-2565282.321,5085280.545,-2860894.807
-2565141.897,5085629.240,-2860404.151
-2564871.804,5085841.582,-2860269.714
-2564445.126,5086032.422,-2860312.667
-2563942.212,5086109.063,-2860625.113
-2563523.454,5085969.565,-2861244.189
-2563417.199,5085537.089,-2862102.184
-2563858.162,5084810.573,-2862991.892
-2565004.052,5083908.799,-2863563.043
-2566814.888,5083098.518,-2863380.102
-2569045.689,5082664.331,-2862158.192
-2570724.775,5083363.839,-2859425.390
-2565176.312,5085127.685,-2861259.089
-2565487.062,5085080.242,-2861066.089
-2565745.417,5085166.469,-2860683.708
-2565811.397,5085433.468,-2860153.423
-2565538.746,5085882.221,-2859603.723
-2564830.814,5086438.852,-2859251.086
-2563712.351,5086938.666,-2859364.212
-2562392.636,5087140.251,-2860182.895
-2561296.869,5086773.511,-2861805.233
-2561015.935,5085639.790,-2864055.526
-2562172.528,5083734.483,-2866386.986
-2564373.156,5085662.559,-2861029.910
-2564332.370,5085497.626,-2861357.414
-2564500.840,5085220.408,-2861696.808
-2564938.092,5084876.735,-2861914.143
-2565628.641,5084567.761,-2861844.586
-2566443.810,5084442.883,-2861338.903
-2567120.333,5084669.193,-2860336.453
-2567401.052,5085228.971,-2859097.434
-2566578.164,5086544.615,-2857506.203
-2564722.469,5088003.536,-2856581.103
-2562002.064,5089223.386,-2856847.461
-2570316.666,5080687.229,-2864510.552
-2572973.795,5079506.202,-2864221.524
-2572124.133,5077232.425,-2868980.103
-2580310.687,5077346.314,-2861468.113
-2585688.127,5076403.969,-2858305.469
-2590067.934,5079855.820,-2848257.343
-2597774.970,5076296.110,-2847589.436
-2557741.023,5086922.458,-2864699.749
-2554560.825,5086512.397,-2868239.483
-2551286.033,5090051.295,-2864896.797
-2552349.480,5084795.959,-2873213.675
-2552505.239,5081173.658,-2879434.790
-2556883.914,5076074.913,-2884504.229
-2554534.550,5073658.707,-2890787.526
-2566405.348,5088858.689,-2853565.107
-2570824.883,5088245.327,-2850698.530
-2563901.249,5092232.808,-2849819.709
-2560542.493,5095493.940,-2847027.888
-2556179.709,5098972.489,-2844734.952
-2548101.112,5100607.364,-2849019.643
-2542146.633,5109331.828,-2838756.745
-2564897.132,5085473.182,-2860897.728
