3183230.104,1276816.818,5359477.705
4324008.065,165568.681,4670278.526
3847739.125,466963.871,5048407.802
3826478.144,461096.482,5064960.400
3829192.229,469149.124,5062190.449
3818419.148,452036.818,5071820.316
3826321.506,462760.532,5064927.065
3825890.150,461702.623,5065346.229
3826793.378,460171.370,5064809.592
4008445.326,-100362.522,4943730.530
3828718.586,454694.727,5063860.716
3837950.431,449625.789,5057368.299
3831465.998,463492.931,5060999.685
3824798.447,426130.126,5069262.418
3827437.765,461062.276,5064244.941
3827966.965,459738.871,5063979.081
3825569.374,461336.575,5065620.788
3797122.425,463118.012,5086661.395
3826462.896,461007.479,5064979.889
3826595.283,460964.162,5064884.433
3826887.237,460985.643,5064664.406
3826412.254,461816.347,5064944.740
3826460.426,460545.347,5065023.823
3826652.123,461149.079,5064825.055
3826697.740,461001.368,5064804.165
3826577.817,460874.252,5064905.671
3825569.349,460660.363,5065681.488
3826672.205,461864.624,5064745.851
3829762.925,452776.501,5063248.099
3783524.526,450137.814,5097875.215
3877816.803,467548.534,5025452.864
3824131.955,459493.024,5066862.097
3738442.208,1148253.268,5021723.563
4034123.206,487002.115,4900213.812
4152552.503,828806.726,4754372.653
3826397.521,461516.204,5064982.986
3796361.009,877606.320,5032728.494
3826627.485,461230.150,5064836.347
3826313.579,460867.122,5065104.899
3727198.475,655120.731,5117015.555
3845368.888,413632.037,5054800.689
3370249.817,712126.904,5350004.779
3850970.649,1439008.576,4860502.939
3801685.368,-528960.234,5076965.433
3826863.325,460464.661,5064729.566
3551462.367,1334197.522,5110173.204
3826032.933,460330.339,5065363.481
3826375.004,460287.405,5065111.159
3940275.409,816728.510,4932409.140
3827208.889,461409.277,5064385.295
3811635.522,453457.164,5076739.666
4005700.266,451040.902,4926438.022
